"date";"value";"date2";"date3"
12450;11;2004-02-02;2004,08333333333
12450;8;2004-02-02;2004,08333333333
12450;2;2004-02-02;2004,08333333333
12451;9,87179330013446;2004-02-03;2004,08333333333
12451;6,29564110626269;2004-02-03;2004,08333333333
12451;4,43454266667465;2004-02-03;2004,08333333333
12451;7,73228062472861;2004-02-03;2004,08333333333
12451;9,3323223500078;2004-02-03;2004,08333333333
12451;14;2004-02-03;2004,08333333333
12451;6;2004-02-03;2004,08333333333
12451;10;2004-02-03;2004,08333333333
12451;2;2004-02-03;2004,08333333333
12451;10;2004-02-03;2004,08333333333
12452;7,24952405391207;2004-02-04;2004,08333333333
12452;5,8442672956207;2004-02-04;2004,08333333333
12452;14,2686976602399;2004-02-04;2004,08333333333
12452;2,16230734301264;2004-02-04;2004,08333333333
12452;4,8975137915722;2004-02-04;2004,08333333333
12452;6;2004-02-04;2004,08333333333
12452;8;2004-02-04;2004,08333333333
12452;8;2004-02-04;2004,08333333333
12452;9;2004-02-04;2004,08333333333
12452;10;2004-02-04;2004,08333333333
12453;8,62074965386417;2004-02-05;2004,08333333333
12453;6,61639917749199;2004-02-05;2004,08333333333
12453;3,87771981774558;2004-02-05;2004,08333333333
12453;4,02872603394095;2004-02-05;2004,08333333333
12453;9,94022024941712;2004-02-05;2004,08333333333
12453;1;2004-02-05;2004,08333333333
12453;7;2004-02-05;2004,08333333333
12453;9;2004-02-05;2004,08333333333
12453;3;2004-02-05;2004,08333333333
12453;9;2004-02-05;2004,08333333333
12454;8,13880436981625;2004-02-06;2004,08333333333
12454;12,2608168800053;2004-02-06;2004,08333333333
12454;9,73109365005726;2004-02-06;2004,08333333333
12454;8,32144785191739;2004-02-06;2004,08333333333
12454;8,42674923049709;2004-02-06;2004,08333333333
12454;11;2004-02-06;2004,08333333333
12454;2;2004-02-06;2004,08333333333
12454;11;2004-02-06;2004,08333333333
12454;2;2004-02-06;2004,08333333333
12454;4;2004-02-06;2004,08333333333
12455;8,97042868857045;2004-02-07;2004,08333333333
12455;8,79692063041623;2004-02-07;2004,08333333333
12455;4,35041454409158;2004-02-07;2004,08333333333
12455;7,38477052387212;2004-02-07;2004,08333333333
12455;4,59373018963001;2004-02-07;2004,08333333333
12455;13;2004-02-07;2004,08333333333
12455;4;2004-02-07;2004,08333333333
12455;10;2004-02-07;2004,08333333333
12455;0;2004-02-07;2004,08333333333
12455;9;2004-02-07;2004,08333333333
12456;10,9711798537818;2004-02-08;2004,08333333333
12456;8,06417864324682;2004-02-08;2004,08333333333
12456;9,64367359423201;2004-02-08;2004,08333333333
12456;11,2709269902849;2004-02-08;2004,08333333333
12456;3,96373620834573;2004-02-08;2004,08333333333
12456;10;2004-02-08;2004,08333333333
12456;9;2004-02-08;2004,08333333333
12456;14;2004-02-08;2004,08333333333
12456;12;2004-02-08;2004,08333333333
12456;9;2004-02-08;2004,08333333333
12457;7,44625088399033;2004-02-09;2004,08333333333
12457;9,75774540489628;2004-02-09;2004,08333333333
12457;4,57673822400549;2004-02-09;2004,08333333333
12457;1,37670212687859;2004-02-09;2004,08333333333
12457;8,80543476204313;2004-02-09;2004,08333333333
12457;9;2004-02-09;2004,08333333333
12457;10;2004-02-09;2004,08333333333
12457;5;2004-02-09;2004,08333333333
12457;6;2004-02-09;2004,08333333333
12457;4;2004-02-09;2004,08333333333
12458;8,05870051013434;2004-02-10;2004,08333333333
12458;2,92704857289116;2004-02-10;2004,08333333333
12458;11,2526499911868;2004-02-10;2004,08333333333
12458;4,52634082145237;2004-02-10;2004,08333333333
12458;6,89875262535952;2004-02-10;2004,08333333333
12458;10;2004-02-10;2004,08333333333
12458;14;2004-02-10;2004,08333333333
12458;5;2004-02-10;2004,08333333333
12458;3;2004-02-10;2004,08333333333
12458;6;2004-02-10;2004,08333333333
12459;6,47504819641338;2004-02-11;2004,08333333333
12459;6,16511299604659;2004-02-11;2004,08333333333
12459;8,65401190720499;2004-02-11;2004,08333333333
12459;7,45501796228976;2004-02-11;2004,08333333333
12459;7,92030697478071;2004-02-11;2004,08333333333
12459;7;2004-02-11;2004,08333333333
12459;3;2004-02-11;2004,08333333333
12459;2;2004-02-11;2004,08333333333
12459;9;2004-02-11;2004,08333333333
12459;4;2004-02-11;2004,08333333333
12460;12,0654324688159;2004-02-12;2004,08333333333
12460;10,0665671328474;2004-02-12;2004,08333333333
12460;3,95072632980643;2004-02-12;2004,08333333333
12460;6,79560816701935;2004-02-12;2004,08333333333
12460;4,15711638182759;2004-02-12;2004,08333333333
12460;6;2004-02-12;2004,08333333333
12460;9;2004-02-12;2004,08333333333
12460;5;2004-02-12;2004,08333333333
12460;6;2004-02-12;2004,08333333333
12460;14;2004-02-12;2004,08333333333
12461;4,82141611787841;2004-02-13;2004,08333333333
12461;4,59973621337625;2004-02-13;2004,08333333333
12461;13,2488260357794;2004-02-13;2004,08333333333
12461;10,5417807513412;2004-02-13;2004,08333333333
12461;8,09960498773321;2004-02-13;2004,08333333333
12461;4;2004-02-13;2004,08333333333
12461;8;2004-02-13;2004,08333333333
12461;2;2004-02-13;2004,08333333333
12461;7;2004-02-13;2004,08333333333
12461;8;2004-02-13;2004,08333333333
12462;5,01012732079314;2004-02-14;2004,08333333333
12462;9,61147286930605;2004-02-14;2004,08333333333
12462;8,31884049779132;2004-02-14;2004,08333333333
12462;6,81025618218974;2004-02-14;2004,08333333333
12462;4,90008544381247;2004-02-14;2004,08333333333
12462;4;2004-02-14;2004,08333333333
12462;10;2004-02-14;2004,08333333333
12462;6;2004-02-14;2004,08333333333
12462;12;2004-02-14;2004,08333333333
12462;4;2004-02-14;2004,08333333333
12463;11,6778994443904;2004-02-15;2004,08333333333
12463;8,5883852260965;2004-02-15;2004,08333333333
12463;4,37654864749624;2004-02-15;2004,08333333333
12463;7,22783397820898;2004-02-15;2004,08333333333
12463;8,47865799327398;2004-02-15;2004,08333333333
12463;7;2004-02-15;2004,08333333333
12463;6;2004-02-15;2004,08333333333
12463;5;2004-02-15;2004,08333333333
12463;3;2004-02-15;2004,08333333333
12463;6;2004-02-15;2004,08333333333
12464;7,58037932207745;2004-02-16;2004,08333333333
12464;7,83396975016397;2004-02-16;2004,08333333333
12464;6,11760713076549;2004-02-16;2004,08333333333
12464;7,31016291883956;2004-02-16;2004,08333333333
12464;8,81516278978402;2004-02-16;2004,08333333333
12464;7;2004-02-16;2004,08333333333
12464;4;2004-02-16;2004,08333333333
12464;3;2004-02-16;2004,08333333333
12464;4;2004-02-16;2004,08333333333
12464;10;2004-02-16;2004,08333333333
12465;8,53995656877362;2004-02-17;2004,08333333333
12465;6,16229956050143;2004-02-17;2004,08333333333
12465;9,98169061637388;2004-02-17;2004,08333333333
12465;2,30718206495231;2004-02-17;2004,08333333333
12465;6,52839148330879;2004-02-17;2004,08333333333
12465;10;2004-02-17;2004,08333333333
12465;10;2004-02-17;2004,08333333333
12465;3;2004-02-17;2004,08333333333
12465;7;2004-02-17;2004,08333333333
12465;6;2004-02-17;2004,08333333333
12466;4,89725945362127;2004-02-18;2004,08333333333
12466;2,50474850243362;2004-02-18;2004,08333333333
12466;9,02356161549953;2004-02-18;2004,08333333333
12466;4,58139508695719;2004-02-18;2004,08333333333
12466;9,97930919995102;2004-02-18;2004,08333333333
12466;6;2004-02-18;2004,08333333333
12466;6;2004-02-18;2004,08333333333
12466;7;2004-02-18;2004,08333333333
12466;8;2004-02-18;2004,08333333333
12466;7;2004-02-18;2004,08333333333
12467;8,34182199343192;2004-02-19;2004,08333333333
12467;5,88227844585515;2004-02-19;2004,08333333333
12467;8,08718762122081;2004-02-19;2004,08333333333
12467;8,48230688336396;2004-02-19;2004,08333333333
12467;8,2170643045749;2004-02-19;2004,08333333333
12467;7;2004-02-19;2004,08333333333
12467;5;2004-02-19;2004,08333333333
12467;6;2004-02-19;2004,08333333333
12467;6;2004-02-19;2004,08333333333
12467;11;2004-02-19;2004,08333333333
12468;6,61877797035962;2004-02-20;2004,08333333333
12468;6,71350214255975;2004-02-20;2004,08333333333
12468;8,63852825842671;2004-02-20;2004,08333333333
12468;7,13972798746026;2004-02-20;2004,08333333333
12468;5,04499821908475;2004-02-20;2004,08333333333
12468;8;2004-02-20;2004,08333333333
12468;6;2004-02-20;2004,08333333333
12468;5;2004-02-20;2004,08333333333
12468;7;2004-02-20;2004,08333333333
12468;12;2004-02-20;2004,08333333333
12469;7,07470190204013;2004-02-21;2004,08333333333
12469;6,18768318818483;2004-02-21;2004,08333333333
12469;8,07938031681586;2004-02-21;2004,08333333333
12469;5,25503194965188;2004-02-21;2004,08333333333
12469;8,60970110696476;2004-02-21;2004,08333333333
12469;8;2004-02-21;2004,08333333333
12469;6;2004-02-21;2004,08333333333
12469;5;2004-02-21;2004,08333333333
12469;3;2004-02-21;2004,08333333333
12469;6;2004-02-21;2004,08333333333
12470;6,13093000467488;2004-02-22;2004,08333333333
12470;1,13787798066594;2004-02-22;2004,08333333333
12470;6,61124189940783;2004-02-22;2004,08333333333
12470;5,02600473585854;2004-02-22;2004,08333333333
12470;6,53302668906531;2004-02-22;2004,08333333333
12470;4;2004-02-22;2004,08333333333
12470;6;2004-02-22;2004,08333333333
12470;12;2004-02-22;2004,08333333333
12470;2;2004-02-22;2004,08333333333
12470;10;2004-02-22;2004,08333333333
12471;5,79979653781473;2004-02-23;2004,08333333333
12471;2,0125925088212;2004-02-23;2004,08333333333
12471;7,91180451418807;2004-02-23;2004,08333333333
12471;8,25717462331206;2004-02-23;2004,08333333333
12471;6,73385448368058;2004-02-23;2004,08333333333
12471;6;2004-02-23;2004,08333333333
12471;10;2004-02-23;2004,08333333333
12471;11;2004-02-23;2004,08333333333
12471;10;2004-02-23;2004,08333333333
12471;4;2004-02-23;2004,08333333333
12472;11,5822826148401;2004-02-24;2004,08333333333
12472;8,37850838386025;2004-02-24;2004,08333333333
12472;10,5969661808031;2004-02-24;2004,08333333333
12472;2,30262532509389;2004-02-24;2004,08333333333
12472;2,00326115998546;2004-02-24;2004,08333333333
12472;6;2004-02-24;2004,08333333333
12472;-1;2004-02-24;2004,08333333333
12472;4;2004-02-24;2004,08333333333
12472;8;2004-02-24;2004,08333333333
12472;12;2004-02-24;2004,08333333333
12473;8,34147619915863;2004-02-25;2004,08333333333
12473;8,83960622388562;2004-02-25;2004,08333333333
12473;5,00360595077515;2004-02-25;2004,08333333333
12473;6,11932088871964;2004-02-25;2004,08333333333
12473;4,23369849655147;2004-02-25;2004,08333333333
12473;-1;2004-02-25;2004,08333333333
12473;6;2004-02-25;2004,08333333333
12473;3;2004-02-25;2004,08333333333
12473;5;2004-02-25;2004,08333333333
12473;8;2004-02-25;2004,08333333333
12474;7,0200561798611;2004-02-26;2004,08333333333
12474;10,6505338739961;2004-02-26;2004,08333333333
12474;7,16517264008681;2004-02-26;2004,08333333333
12474;10,0779513947225;2004-02-26;2004,08333333333
12474;6,35158840936457;2004-02-26;2004,08333333333
12474;9;2004-02-26;2004,08333333333
12474;6;2004-02-26;2004,08333333333
12474;9;2004-02-26;2004,08333333333
12474;7;2004-02-26;2004,08333333333
12474;8;2004-02-26;2004,08333333333
12475;11,8551160986806;2004-02-27;2004,08333333333
12475;4,80446404306322;2004-02-27;2004,08333333333
12475;9,55860250676014;2004-02-27;2004,08333333333
12475;2,57464215853631;2004-02-27;2004,08333333333
12475;5,84748569653609;2004-02-27;2004,08333333333
12475;12;2004-02-27;2004,08333333333
12475;9;2004-02-27;2004,08333333333
12475;11;2004-02-27;2004,08333333333
12475;8;2004-02-27;2004,08333333333
12475;9;2004-02-27;2004,08333333333
12476;11,0511123330541;2004-02-28;2004,08333333333
12476;5,401256361913;2004-02-28;2004,08333333333
12476;12,6582731051708;2004-02-28;2004,08333333333
12476;6,56275914472276;2004-02-28;2004,08333333333
12476;7,99801029639672;2004-02-28;2004,08333333333
12476;9;2004-02-28;2004,08333333333
12476;5;2004-02-28;2004,08333333333
12476;6;2004-02-28;2004,08333333333
12476;6;2004-02-28;2004,08333333333
12476;10;2004-02-28;2004,08333333333
12477;10,9255280380585;2004-02-29;2004,08333333333
12477;7,48311937287332;2004-02-29;2004,08333333333
12477;6,03929732131664;2004-02-29;2004,08333333333
12477;11,4109196266595;2004-02-29;2004,08333333333
12477;7,78482624110522;2004-02-29;2004,08333333333
12477;3;2004-02-29;2004,08333333333
12477;4;2004-02-29;2004,08333333333
12477;6;2004-02-29;2004,08333333333
12477;7;2004-02-29;2004,08333333333
12477;11;2004-02-29;2004,08333333333
12478;7,51552467622211;2004-03-01;2004,16666666667
12478;6,79977028005709;2004-03-01;2004,16666666667
12478;2,21138985589556;2004-03-01;2004,16666666667
12478;9,42083433753921;2004-03-01;2004,16666666667
12478;5,24343139943966;2004-03-01;2004,16666666667
12478;8;2004-03-01;2004,16666666667
12478;6;2004-03-01;2004,16666666667
12478;7;2004-03-01;2004,16666666667
12478;5;2004-03-01;2004,16666666667
12478;10;2004-03-01;2004,16666666667
12479;8,13741803264984;2004-03-02;2004,16666666667
12479;7,1353008784188;2004-03-02;2004,16666666667
12479;7,34371352455501;2004-03-02;2004,16666666667
12479;6,57287196402099;2004-03-02;2004,16666666667
12479;9,54463643017528;2004-03-02;2004,16666666667
12479;6;2004-03-02;2004,16666666667
12479;8;2004-03-02;2004,16666666667
12479;1;2004-03-02;2004,16666666667
12479;7;2004-03-02;2004,16666666667
12479;1;2004-03-02;2004,16666666667
12480;2,86728200191869;2004-03-03;2004,16666666667
12480;-0,998115310652108;2004-03-03;2004,16666666667
12480;9,2377810707283;2004-03-03;2004,16666666667
12480;6,28352776807135;2004-03-03;2004,16666666667
12480;4,80456364147724;2004-03-03;2004,16666666667
12480;3;2004-03-03;2004,16666666667
12480;8;2004-03-03;2004,16666666667
12480;7;2004-03-03;2004,16666666667
12480;12;2004-03-03;2004,16666666667
12480;1;2004-03-03;2004,16666666667
12481;11,3372912754855;2004-03-04;2004,16666666667
12481;6,69300742930844;2004-03-04;2004,16666666667
12481;5,49185215321322;2004-03-04;2004,16666666667
12481;6,19149348922687;2004-03-04;2004,16666666667
12481;10,9356131230478;2004-03-04;2004,16666666667
12481;9;2004-03-04;2004,16666666667
12481;8;2004-03-04;2004,16666666667
12481;6;2004-03-04;2004,16666666667
12481;8;2004-03-04;2004,16666666667
12481;5;2004-03-04;2004,16666666667
12482;6,77859188308385;2004-03-05;2004,16666666667
12482;4,67074234103348;2004-03-05;2004,16666666667
12482;7,72344423647611;2004-03-05;2004,16666666667
12482;9,50070148303453;2004-03-05;2004,16666666667
12482;11,4355287146309;2004-03-05;2004,16666666667
12482;6;2004-03-05;2004,16666666667
12482;9;2004-03-05;2004,16666666667
12482;-2;2004-03-05;2004,16666666667
12482;6;2004-03-05;2004,16666666667
12482;4;2004-03-05;2004,16666666667
12483;4,75521791210567;2004-03-06;2004,16666666667
12483;2,12298632761386;2004-03-06;2004,16666666667
12483;7,21034221629292;2004-03-06;2004,16666666667
12483;6,70673506578865;2004-03-06;2004,16666666667
